cik,name,entityType,sic,sicDescription,ownerOrg,insiderTransactionForOwnerExists,insiderTransactionForIssuerExists,tickers,exchanges,ein,description,website,investorWebsite,category,fiscalYearEnd,stateOfIncorporation,stateOfIncorporationDescription,phone,flags,mailing_street1,mailing_street2,mailing_city,mailing_stateOrCountry,mailing_zipCode,mailing_stateOrCountryDescription,business_street1,business_street2,business_city,business_stateOrCountry,business_zipCode,business_stateOrCountryDescription,naics
1712807,PagSeguro Digital Ltd.,other,7374.0,Services-Computer Processing & Data Preparation,06 Technology,0,0,PAGS,NYSE,0.0,,,,Large accelerated filer,1231.0,E9,Cayman Islands,55 11 3038 8127,,CONYERS TRUST COMPANY (CAYMAN) LIMITED,"CRICKET SQUARE, HUTCHINS DRIVE, POB 2681",GRAND CAYMAN,E9,KY1-1111,Cayman Islands,CONYERS TRUST COMPANY (CAYMAN) LIMITED,"CRICKET SQUARE, HUTCHINS DRIVE, POB 2681",GRAND CAYMAN,E9,KY1-1111,Cayman Islands,{518210}
1114995,IMPINJ INC,operating,3679.0,"Electronic Components, NEC",04 Manufacturing,0,1,PI,Nasdaq,912041398.0,,,,Large accelerated filer,1231.0,DE,DE,206-517-5300,,400 FAIRVIEW AVENUE NORTH,SUITE 1200,SEATTLE,WA,98109,WA,400 FAIRVIEW AVENUE NORTH,SUITE 1200,SEATTLE,WA,98109,WA,"{334310, 334220, 334418, 334419, 334515}"
1849635,Trump Media & Technology Group Corp.,operating,7370.0,"Services-Computer Programming, Data Processing, Etc.",06 Technology,0,1,"DJT,DJTWW","Nasdaq,Nasdaq",854293042.0,,,,<br>Emerging growth company,1231.0,DE,DE,(941) 735-7346,,401 N. CATTLEMEN RD.,STE. 200,SARASOTA,FL,34232,FL,401 N. CATTLEMEN RD.,STE. 200,SARASOTA,FL,34232,FL,"{518210, 541511}"
866291,"ALLEGRO MICROSYSTEMS, INC.",operating,3674.0,Semiconductors & Related Devices,04 Manufacturing,0,1,ALGM,Nasdaq,462405937.0,,,,Large accelerated filer,331.0,,,(603) 626-2300,,955 PERIMETER ROAD,,MANCHESTER,NH,03103,NH,955 PERIMETER ROAD,,MANCHESTER,NH,03103,NH,{334413}
1718512,Gates Industrial Corp plc,operating,3560.0,General Industrial Machinery & Equipment,06 Technology,0,1,GTES,NYSE,0.0,,,,Large accelerated filer,1228.0,X0,United Kingdom,303-744-4876,,1144 FIFTEENTH STREET,,DENVER,CO,80202,CO,1144 FIFTEENTH STREET,,DENVER,CO,80202,CO,"{314999, 333414, 333999}"
1107843,"QUALYS, INC.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,QLYS,Nasdaq,770534145.0,,,,Large accelerated filer,1231.0,DE,DE,650-801-6100,,919 E. HILLSDALE BLVD.,,FOSTER CITY,CA,94404,CA,919 E. HILLSDALE BLVD.,,FOSTER CITY,CA,94404,CA,"{511210, 334614}"
821130,UNITED STATES CELLULAR CORP,operating,4812.0,Radiotelephone Communications,06 Technology,0,1,"USM,UZD,UZE,UZF","NYSE,NYSE,NYSE,NYSE",621147325.0,,,,Accelerated filer,1231.0,DE,DE,7733998900,,8410 W BRYN MAWR AVE,STE 700,CHICAGO,IL,60631,IL,8410 W BRYN MAWR AVE,STE 700,CHICAGO,IL,60631,IL,"{517312, 517911}"
1745431,StoneCo Ltd.,other,7374.0,Services-Computer Processing & Data Preparation,06 Technology,0,0,STNE,Nasdaq,0.0,,,,Large accelerated filer,1231.0,E9,Cayman Islands,55 3004-9680,,"4TH FLOOR, HARBOUR PLACE","103 SOUTH CHURCH STREET, P.O. BOX 10240",GRAND CAYMAN,E9,KY1-1002,Cayman Islands,"4TH FLOOR, HARBOUR PLACE","103 SOUTH CHURCH STREET, P.O. BOX 10240",GRAND CAYMAN,E9,KY1-1002,Cayman Islands,{518210}
928876,TOWER SEMICONDUCTOR LTD,other,3674.0,Semiconductors & Related Devices,04 Manufacturing,0,0,TSEM,Nasdaq,0.0,,,,Large accelerated filer,1231.0,L3,Israel,97246506611,,RAMAT GAVRIEL INDUSTRIAL PARK,PO BOX 619,MIGDAL HAEMEK,L3,23105,Israel,RAMAT GAVRIEL INDUSTRIAL PARK,PO BOX 619,MIGDAL HAEMEK,L3,23105,Israel,{334413}
912958,MILLICOM INTERNATIONAL CELLULAR SA,other,4812.0,Radiotelephone Communications,06 Technology,0,0,"TIGO,MLCMF","Nasdaq,OTC",0.0,,,,Large accelerated filer,1231.0,,,3524571451,,"2, RUE DU FORT",,BOURBON,N4,L-1249,Luxembourg,"2, RUE DU FORT",,BOURBON,N4,L-1249,Luxembourg,"{517312, 517911}"
1800227,IAC Inc.,operating,7370.0,"Services-Computer Programming, Data Processing, Etc.",06 Technology,1,1,IAC,Nasdaq,843727412.0,,,,Large accelerated filer,1231.0,DE,DE,(212) 314-7300,,555 WEST 18TH STREET,,NEW YORK,NY,10011,NY,555 WEST 18TH STREET,,NEW YORK,NY,10011,NY,"{518210, 541511}"
780571,"ITRON, INC.",operating,3825.0,Instruments For Meas & Testing of  Electricity & Elec Signals,08 Industrial Applications and Services,0,1,ITRI,Nasdaq,911011792.0,,,,Large accelerated filer,1231.0,WA,WA,5099249900,,2111 N MOLTER ROAD,,LIBERTY LAKE,WA,99019,WA,2111 N MOLTER ROAD,,LIBERTY LAKE,WA,99019,WA,"{334514, 334515}"
1445305,WORKIVA INC,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,WK,NYSE,472509828.0,,,,Large accelerated filer,1231.0,DE,DE,(515) 817-6100,,2900 UNIVERSITY BLVD.,,AMES,IA,50010,IA,2900 UNIVERSITY BLVD.,,AMES,IA,50010,IA,"{511210, 334614}"
1410384,"Q2 Holdings, Inc.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,QTWO,NYSE,202706637.0,,,,Large accelerated filer,1231.0,,,1-833-444-3469,,10355 PECAN PARK BOULEVARD,,Austin,TX,78729,TX,10355 PECAN PARK BOULEVARD,,Austin,TX,78729,TX,"{511210, 334614}"
1469367,Sunrun Inc.,operating,3690.0,"Miscellaneous Electrical Machinery, Equipment & Supplies",04 Manufacturing,0,1,RUN,Nasdaq,262841711.0,,,,Large accelerated filer,1231.0,DE,DE,415-580-6900,,"600 CALIFORNIA STREET, SUITE 1800",,SAN FRANCISCO,CA,94108,CA,"600 CALIFORNIA STREET, SUITE 1800",,SAN FRANCISCO,CA,94108,CA,"{333618, 333318, 333992, 335129, 335999}"
1676238,"Braze, Inc.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,BRZE,Nasdaq,452505271.0,,,,Large accelerated filer,131.0,DE,DE,(609) 964-0585,,63 MADISON BUILDING,"28 E. 28TH ST., FLOOR 12 MAILROOM",NEW YORK,NY,10016,NY,63 MADISON BUILDING,"28 E. 28TH ST., FLOOR 12 MAILROOM",NEW YORK,NY,10016,NY,"{511210, 334614}"
1990354,Waystar Holding Corp.,operating,7373.0,Services-Computer Integrated Systems Design,06 Technology,0,1,WAY,Nasdaq,0.0,,,,Non-accelerated filer<br>Emerging growth company,1231.0,DE,DE,844-492-9782,,"1550 DIGITAL DRIVE, #300",,LEHI,UT,84043,UT,"1550 DIGITAL DRIVE, #300",,LEHI,UT,84043,UT,{541512}
1290109,"LG Display Co., Ltd.",other,3679.0,"Electronic Components, NEC",04 Manufacturing,0,0,LPL,NYSE,0.0,,,,Large accelerated filer,1231.0,M5,"Korea, Republic of",82-2-3777-1010,,LG TWIN TOWERS,"128 YEOUI-DAERO, YEONGDEUNGPO-GU",SEOUL,M5,150-721,"Korea, Republic of",LG TWIN TOWERS,"128 YEOUI-DAERO, YEONGDEUNGPO-GU",SEOUL,M5,150-721,"Korea, Republic of","{334310, 334220, 334418, 334419, 334515}"
1372612,BOX INC,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,"BOX,BXNCP","NYSE,OTC",202714444.0,,,,Large accelerated filer,131.0,DE,DE,877-729-4269,,900 JEFFERSON AVE,,REDWOOD CITY,CA,94063,CA,900 JEFFERSON AVE,,REDWOOD CITY,CA,94063,CA,"{511210, 334614}"
1114483,Integer Holdings Corp,operating,3845.0,Electromedical & Electrotherapeutic Apparatus,08 Industrial Applications and Services,1,1,ITGR,NYSE,161531026.0,,,,Large accelerated filer,1231.0,DE,DE,(214) 618-5243,,"5830 GRANITE PARKWAY., SUITE 1150",,PLANO,TX,75024,TX,"5830 GRANITE PARKWAY., SUITE 1150",,PLANO,TX,75024,TX,"{334517, 334510}"
927003,ADVANCED ENERGY INDUSTRIES INC,operating,3679.0,"Electronic Components, NEC",04 Manufacturing,0,1,AEIS,Nasdaq,840846841.0,,,,Large accelerated filer,1231.0,DE,DE,9704076626,,ATTN:  PAUL OLDHAM,"1595 WYNKOOP ST, SUITE 800",DENVER,CO,80202,CO,ATTN:  PAUL OLDHAM,"1595 WYNKOOP ST, SUITE 800",DENVER,CO,80202,CO,"{334310, 334220, 334418, 334419, 334515}"
1280058,BLACKBAUD INC,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,BLKB,Nasdaq,112617163.0,,,,Large accelerated filer,1231.0,DE,DE,843-216-6200,,65 FAIRCHILD STREET,,CHARLESTON,SC,29492,SC,65 FAIRCHILD STREET,,CHARLESTON,SC,29492,SC,"{511210, 334614}"
1699136,"Cactus, Inc.",operating,3533.0,Oil & Gas Field Machinery & Equipment,06 Technology,0,1,WHD,NYSE,352586106.0,,,,Large accelerated filer,1231.0,,,713-626-8800,,920 MEMORIAL CITY WAY,SUITE 300,HOUSTON,TX,77024,TX,920 MEMORIAL CITY WAY,SUITE 300,HOUSTON,TX,77024,TX,{333132}
1856314,"Clear Secure, Inc.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,YOU,NYSE,862643981.0,,,,Large accelerated filer,1231.0,DE,DE,(646) 723-1404,,"85 10TH AVE., 9TH FLOOR",,NEW YORK,NY,10011,NY,"85 10TH AVE., 9TH FLOOR",,NEW YORK,NY,10011,NY,"{511210, 334614}"
1902733,"nCino, Inc.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,NCNO,Nasdaq,0.0,,,,Large accelerated filer,131.0,DE,DE,910-275-5491,,6770 PARKER FARM DRIVE,,WILMINGTON,NC,28405,NC,6770 PARKER FARM DRIVE,,WILMINGTON,NC,28405,NC,"{511210, 334614}"
1039399,FORMFACTOR INC,operating,3674.0,Semiconductors & Related Devices,04 Manufacturing,0,1,FORM,Nasdaq,133711155.0,,,,Large accelerated filer,1228.0,DE,DE,9252904000,,7005 SOUTHFRONT ROAD,,LIVERMORE,CA,94551,CA,7005 SOUTHFRONT ROAD,,LIVERMORE,CA,94551,CA,{334413}
1289308,EnerSys,operating,3690.0,"Miscellaneous Electrical Machinery, Equipment & Supplies",04 Manufacturing,0,1,ENS,NYSE,233058564.0,,,,Large accelerated filer,331.0,DE,DE,(610) 208-1600,,2366 BERNVILLE ROAD,,READING,PA,19605,PA,2366 BERNVILLE ROAD,,READING,PA,19605,PA,"{333618, 333318, 333992, 335129, 335999}"
1113232,AXCELIS TECHNOLOGIES INC,operating,3559.0,"Special Industry Machinery, NEC",06 Technology,0,1,ACLS,Nasdaq,341818596.0,,,,Large accelerated filer,1231.0,DE,DE,978-787-4000,,108 CHERRY HILL DRIVE,,BEVERLY,MA,01915,MA,108 CHERRY HILL DRIVE,,BEVERLY,MA,01915,MA,"{333249, 333318, 332410, 333111, 333242}"
833640,POWER INTEGRATIONS INC,operating,3674.0,Semiconductors & Related Devices,04 Manufacturing,0,1,POWI,Nasdaq,943065014.0,,,,Large accelerated filer,1231.0,CA,CA,4084149200,,5245 HELLYER AVE,,SAN JOSE,CA,95138,CA,5245 HELLYER AVE,,SAN JOSE,CA,95138,CA,{334413}
1835681,"POWERSCHOOL HOLDINGS, INC.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,PWSC,NYSE,854166024.0,,,,Large accelerated filer,1231.0,DE,DE,(916) 767-3628,,150 PARKSHORE DRIVE,,FOLSOM,CA,95630,CA,150 PARKSHORE DRIVE,,FOLSOM,CA,95630,CA,"{511210, 334614}"
97216,TEREX CORP,operating,3537.0,"Industrial Trucks, Tractors, Trailors & Stackers",06 Technology,1,1,TEX,NYSE,341531521.0,,,,Large accelerated filer,1231.0,DE,DE,2032227170,,301 MERRITT 7,4TH FLOOR,NORWALK,CT,06851,CT,301 MERRITT 7,4TH FLOOR,NORWALK,CT,06851,CT,"{332999, 333924, 332439}"
886346,KADANT INC,operating,3550.0,Special Industry Machinery (No Metalworking Machinery),06 Technology,0,1,KAI,NYSE,521762325.0,,,,Large accelerated filer,1228.0,DE,DE,(978) 776-2000,,ONE TECHNOLOGY PARK DRIVE,,WESTFORD,MA,01886,MA,ONE TECHNOLOGY PARK DRIVE,,WESTFORD,MA,01886,MA,"{333242, 333249, 333318, 333111, 332410}"
1158324,"COGENT COMMUNICATIONS HOLDINGS, INC.",operating,4899.0,"Communications Services, NEC",06 Technology,0,1,CCOI,Nasdaq,522337274.0,,,,Large accelerated filer,1231.0,DE,DE,2022954200,,"2450 N STREET, NW",,WASHINGTON,DC,20037,DC,"2450 N STREET, NW",,WASHINGTON,DC,20037,DC,"{517312, 517410, 485310, 812990, 517919}"
1633978,Lumentum Holdings Inc.,operating,3669.0,"Communications Equipment, NEC",04 Manufacturing,0,1,LITE,Nasdaq,473108385.0,,,,Large accelerated filer,629.0,DE,DE,408-546-5483,,1001 RIDDER PARK DRIVE,,SAN JOSE,CA,95131,CA,1001 RIDDER PARK DRIVE,,SAN JOSE,CA,95131,CA,{334290}
1688568,DXC Technology Co,operating,7374.0,Services-Computer Processing & Data Preparation,06 Technology,1,1,DXC,NYSE,611800317.0,,,,Large accelerated filer,331.0,NV,NV,7032459675,,20408 BASHAN DRIVE,SUITE 231,ASHBURN,VA,20147,VA,20408 BASHAN DRIVE,SUITE 231,ASHBURN,VA,20147,VA,{518210}
1582961,"DigitalOcean Holdings, Inc.",operating,7370.0,"Services-Computer Programming, Data Processing, Etc.",06 Technology,0,1,DOCN,NYSE,0.0,,,,Large accelerated filer,1231.0,DE,DE,341-985-0306,,101 AVENUE OF THE AMERICAS,10TH FLOOR,NEW YORK,NY,10013,NY,101 AVENUE OF THE AMERICAS,10TH FLOOR,NEW YORK,NY,10013,NY,"{518210, 541511}"
1854587,Cellebrite DI Ltd.,other,7372.0,Services-Prepackaged Software,06 Technology,0,0,CLBT,Nasdaq,0.0,,,,Accelerated filer<br>Emerging growth company,1231.0,,,972 (73) 394-8000,,94 SHLOMO SHMELZER ROAD,,PETAH TIKVA,L3,4970602,Israel,94 SHLOMO SHMELZER ROAD,,PETAH TIKVA,L3,4970602,Israel,"{511210, 334614}"
1666138,Atkore Inc.,operating,3690.0,"Miscellaneous Electrical Machinery, Equipment & Supplies",04 Manufacturing,0,1,ATKR,NYSE,900631463.0,,,,Large accelerated filer,930.0,DE,DE,7083391610,,16100 SOUTH LATHROP AVENUE,,HARVEY,IL,60426,IL,16100 SOUTH LATHROP AVENUE,,HARVEY,IL,60426,IL,"{333618, 333318, 333992, 335129, 335999}"
1544522,Freshworks Inc.,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,FRSH,Nasdaq,331218825.0,,,,Large accelerated filer,1231.0,DE,DE,(650) 513-0514,,2950 S. DELAWARE ST.,SUITE 201,SAN MATEO,CA,94403,CA,2950 S. DELAWARE ST.,SUITE 201,SAN MATEO,CA,94403,CA,"{511210, 334614}"
1841804,"INSTRUCTURE HOLDINGS, INC.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,INST,NYSE,844325548.0,,,,Accelerated filer,1231.0,DE,DE,(800) 203-6755,,"6330 SOUTH 3000 EAST, SUITE 700",,SALT LAKE CITY,UT,84121,UT,"6330 SOUTH 3000 EAST, SUITE 700",,SALT LAKE CITY,UT,84121,UT,"{511210, 334614}"
1038074,SILICON LABORATORIES INC.,operating,3674.0,Semiconductors & Related Devices,04 Manufacturing,0,1,SLAB,Nasdaq,742793174.0,,,,Large accelerated filer,1228.0,DE,DE,5124168500,,400 W CESAR CHAVEZ,,AUSTIN,TX,78701,TX,400 W CESAR CHAVEZ,,AUSTIN,TX,78701,TX,{334413}
1794515,ZoomInfo Technologies Inc.,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,ZI,Nasdaq,873037521.0,,,,Large accelerated filer,1231.0,DE,DE,800-914-1220,,805 BROADWAY ST,SUITE 900,VANCOUVER,WA,98660,WA,805 BROADWAY ST,SUITE 900,VANCOUVER,WA,98660,WA,"{511210, 334614}"
1836470,Sportradar Group AG,other,7370.0,"Services-Computer Programming, Data Processing, Etc.",06 Technology,0,0,SRAD,Nasdaq,0.0,,,,Large accelerated filer,1231.0,V8,Switzerland,49 89 2000 845 1137,,FELDLISTRASSE 2,,ST. GALLEN,V8,CH-9000,Switzerland,FELDLISTRASSE 2,,ST. GALLEN,V8,CH-9000,Switzerland,"{518210, 541511}"
1819928,"DoubleVerify Holdings, Inc.",operating,7370.0,"Services-Computer Programming, Data Processing, Etc.",06 Technology,0,1,DV,NYSE,822714562.0,,,,Large accelerated filer,1231.0,DE,DE,212-631-2111,,462 BROADWAY,,NEW YORK,NY,10013,NY,462 BROADWAY,,NEW YORK,NY,10013,NY,"{518210, 541511}"
1418819,Iridium Communications Inc.,operating,3669.0,"Communications Equipment, NEC",04 Manufacturing,0,1,IRDM,Nasdaq,221344998.0,,,,Large accelerated filer,1231.0,DE,DE,301-571-6200,,1750 TYSONS BOULEVARD,SUITE 1400,MCLEAN,VA,22102,VA,1750 TYSONS BOULEVARD,SUITE 1400,MCLEAN,VA,22102,VA,{334290}
1451809,SITIME Corp,operating,3674.0,Semiconductors & Related Devices,04 Manufacturing,0,1,SITM,Nasdaq,201199709.0,,,,Large accelerated filer,1231.0,,,408-328-4400,,SITIME CORPORATION,5451 PATRICK HENRY DRIVE,SANTA CLARA,CA,95054,CA,SITIME CORPORATION,5451 PATRICK HENRY DRIVE,SANTA CLARA,CA,95054,CA,{334413}
1577526,"C3.ai, Inc.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,AI,NYSE,263999357.0,,,,Large accelerated filer,430.0,DE,DE,650-503-2200,,1400 SEAPORT BLVD,,REDWOOD CITY,CA,94063,CA,1400 SEAPORT BLVD,,REDWOOD CITY,CA,94063,CA,"{511210, 334614}"
1666134,"BLACKLINE, INC.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,BL,Nasdaq,463354276.0,,,,Large accelerated filer,1231.0,DE,DE,818-223-9008,,21300 VICTORY BOULEVARD,12TH FLOOR,WOODLAND HILLS,CA,91367,CA,21300 VICTORY BOULEVARD,12TH FLOOR,WOODLAND HILLS,CA,91367,CA,"{511210, 334614}"
29002,DIODES INC /DEL/,operating,3674.0,Semiconductors & Related Devices,04 Manufacturing,0,1,DIOD,Nasdaq,952039518.0,,,,Large accelerated filer,1231.0,DE,DE,972-987-3900,,4949 HEDGCOXE ROAD,SUITE 200,PLANO,TX,75024,TX,4949 HEDGCOXE ROAD,SUITE 200,PLANO,TX,75024,TX,{334413}
866706,ESCO TECHNOLOGIES INC,operating,3669.0,"Communications Equipment, NEC",04 Manufacturing,0,1,ESE,NYSE,431554045.0,,,,Large accelerated filer,930.0,MO,MO,3142137200,,9900 A CLAYTON RD,,ST LOUIS,MO,63124,MO,9900 A CLAYTON RD,,ST LOUIS,MO,63124,MO,{334290}
932470,TELECOM ARGENTINA SA,other,4813.0,Telephone Communications (No Radiotelephone),06 Technology,0,0,"TEO,TCMFF","NYSE,OTC",0.0,,,,Accelerated filer,1231.0,,,54-11-4968-4000,,"GENERAL HORNOS, NO. 690",,BUENOS AIRES,C1,C1272ACL,Argentina,"GENERAL HORNOS, NO. 690",,BUENOS AIRES,C1,C1272ACL,Argentina,"{517911, 517311}"
1384905,"RingCentral, Inc.",operating,7374.0,Services-Computer Processing & Data Preparation,06 Technology,0,1,RNG,NYSE,943322844.0,,,,Large accelerated filer,1231.0,,,650-472-4100,,20 DAVIS DRIVE,,BELMONT,CA,94002,CA,20 DAVIS DRIVE,,BELMONT,CA,94002,CA,{518210}
1529274,"ALKAMI TECHNOLOGY, INC.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,ALKT,Nasdaq,453060776.0,,,,<br>Emerging growth company,1231.0,DE,DE,972-200-1937,,5601 GRANITE PARKWAY,SUITE 120,PLANO,TX,75024,TX,5601 GRANITE PARKWAY,SUITE 120,PLANO,TX,75024,TX,"{511210, 334614}"
1868941,"Fluence Energy, Inc.",operating,3690.0,"Miscellaneous Electrical Machinery, Equipment & Supplies",04 Manufacturing,0,1,FLNC,Nasdaq,871304612.0,,,,Large accelerated filer,930.0,,,(833) 358-3623,,4601 FAIRFAX DRIVE,SUITE 600,ARLINGTON,VA,22203,VA,4601 FAIRFAX DRIVE,SUITE 600,ARLINGTON,VA,22203,VA,"{333618, 333318, 333992, 335129, 335999}"
78749,AGILYSYS INC,operating,7373.0,Services-Computer Integrated Systems Design,06 Technology,0,1,AGYS,Nasdaq,340907152.0,,,,Large accelerated filer,331.0,DE,DE,7708107800,,3655 BROOKSIDE PARKWAY,SUITE 300,ALPHARETTA,GA,30022,GA,3655 BROOKSIDE PARKWAY,SUITE 300,ALPHARETTA,GA,30022,GA,{541512}
1834622,"Hayward Holdings, Inc.",operating,3580.0,Refrigeration & Service Industry Machinery,06 Technology,0,1,HAYW,NYSE,822060643.0,,,,Large accelerated filer,1231.0,,,908-354-5400,,"1415 VANTAGE PARK DRIVE, SUITE 400",,CHARLOTTE,NC,28203,NC,"1415 VANTAGE PARK DRIVE, SUITE 400",,CHARLOTTE,NC,28203,NC,{333415}
817720,SYNAPTICS Inc,operating,3674.0,Semiconductors & Related Devices,04 Manufacturing,0,1,SYNA,Nasdaq,770118518.0,,,,Large accelerated filer,626.0,DE,DE,408-904-1100,,1109 MCKAY DRIVE,,SAN JOSE,CA,95131-1706,CA,1109 MCKAY DRIVE,,SAN JOSE,CA,95131-1706,CA,{334413}
1477720,"Asana, Inc.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,ASAN,NYSE,263912448.0,,,,Large accelerated filer,131.0,DE,DE,(415) 525-3888,,633 FOLSOM STREET,SUITE 100,SAN FRANCISCO,CA,94107,CA,633 FOLSOM STREET,SUITE 100,SAN FRANCISCO,CA,94107,CA,"{511210, 334614}"
1565687,"Intapp, Inc.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,INTA,Nasdaq,461467620.0,,,,Large accelerated filer,630.0,DE,DE,650-852-0400,,3101 PARK BOULEVARD,,PALO ALTO,CA,94306,CA,3101 PARK BOULEVARD,,PALO ALTO,CA,94306,CA,"{511210, 334614}"
1800667,JFrog Ltd,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,FROG,Nasdaq,0.0,,,,Large accelerated filer,1231.0,L3,Israel,(408) 329-1540,,270 E CARIBBEAN DRIVE,,SUNNYVALE,CA,94089,CA,270 E CARIBBEAN DRIVE,,SUNNYVALE,CA,94089,CA,"{511210, 334614}"
1111928,IPG PHOTONICS CORP,operating,3674.0,Semiconductors & Related Devices,04 Manufacturing,0,1,IPGP,Nasdaq,43444218.0,,,,Large accelerated filer,1231.0,DE,DE,5083731100,,377 SIMARANO DRIVE,,MARLBOROUGH,MA,01752,MA,377 SIMARANO DRIVE,,MARLBOROUGH,MA,01752,MA,{334413}
1459200,"Alarm.com Holdings, Inc.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,ALRM,Nasdaq,264247032.0,,,,Large accelerated filer,1231.0,DE,DE,877-389-4033,,8281 GREENSBORO DRIVE,SUITE 100,TYSONS,VA,22102,VA,8281 GREENSBORO DRIVE,SUITE 100,TYSONS,VA,22102,VA,"{511210, 334614}"
1494259,"CarGurus, Inc.",operating,7374.0,Services-Computer Processing & Data Preparation,06 Technology,0,1,CARG,Nasdaq,43843478.0,,,,Large accelerated filer,1231.0,DE,DE,617 354 0068,,1001 BOYLSTON STREET,16TH FLOOR,BOSTON,MA,02115,MA,1001 BOYLSTON STREET,16TH FLOOR,BOSTON,MA,02115,MA,{518210}
1811414,QuantumScape Corp,operating,3690.0,"Miscellaneous Electrical Machinery, Equipment & Supplies",04 Manufacturing,0,1,QS,NYSE,850796578.0,,,,Large accelerated filer,1231.0,DE,DE,(408) 452-2000,,1730 TECHNOLOGY DRIVE,,SAN JOSE,CA,95110,CA,1730 TECHNOLOGY DRIVE,,SAN JOSE,CA,95110,CA,"{333618, 333318, 333992, 335129, 335999}"
1433660,John Bean Technologies CORP,operating,3550.0,Special Industry Machinery (No Metalworking Machinery),06 Technology,0,1,JBT,NYSE,911650317.0,,,,Large accelerated filer,1231.0,DE,DE,312 861-5900,,70 W MADISON,SUITE 4400,CHICAGO,IL,60602,IL,70 W MADISON,SUITE 4400,CHICAGO,IL,60602,IL,"{333242, 333249, 333318, 333111, 332410}"
1527636,Autohome Inc.,other,7374.0,Services-Computer Processing & Data Preparation,06 Technology,0,0,ATHM,NYSE,0.0,,,,Large accelerated filer,,,,8610 5985 7001,,"18TH FLOOR TOWER B, CEC PLAZA","3 Dan Ling Street, Haidian District",Beijin,F4,100080,China,"18TH FLOOR TOWER B, CEC PLAZA","3 Dan Ling Street, Haidian District",Beijin,F4,100080,China,{518210}
103730,VISHAY INTERTECHNOLOGY INC,operating,3670.0,Electronic Components & Accessories,04 Manufacturing,1,1,VSH,NYSE,381686453.0,,,,Large accelerated filer,1231.0,DE,DE,6106441300,,63 LANCASTER AVENUE,,MALVERN,PA,19355,PA,63 LANCASTER AVENUE,,MALVERN,PA,19355,PA,"{339940, 333318, 334519}"
1522540,"Marqeta, Inc.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,MQ,Nasdaq,274306690.0,,,,Large accelerated filer,1231.0,,,877-962-7738,,180 GRAND AVENUE,6TH FLOOR,OAKLAND,CA,94612,CA,180 GRAND AVENUE,6TH FLOOR,OAKLAND,CA,94612,CA,"{511210, 334614}"
1581760,"Life360, Inc.",operating,7374.0,Services-Computer Processing & Data Preparation,06 Technology,0,1,"LIF,LIFX","Nasdaq,OTC",0.0,,,,Large accelerated filer,1231.0,DE,DE,415-484-5244,,"1900 SOUTH NORFOLK STREET, SUITE 310",,SAN MATEO,CA,94403,CA,"1900 SOUTH NORFOLK STREET, SUITE 310",,SAN MATEO,CA,94403,CA,{518210}
1809519,"GoodRx Holdings, Inc.",operating,7374.0,Services-Computer Processing & Data Preparation,06 Technology,0,1,GDRX,Nasdaq,475104396.0,,,,Accelerated filer,1231.0,DE,DE,(855) 268-2822,,2701 OLYMPIC BOULEVARD,,SANTA MONICA,CA,90404,CA,2701 OLYMPIC BOULEVARD,,SANTA MONICA,CA,90404,CA,{518210}
88941,SEMTECH CORP,operating,3674.0,Semiconductors & Related Devices,04 Manufacturing,0,1,SMTC,Nasdaq,952119684.0,,,,Large accelerated filer,126.0,DE,DE,8054982111,,200 FLYNN ROAD,,CAMARILLO,CA,93012-8790,CA,200 FLYNN ROAD,,CAMARILLO,CA,93012-8790,CA,{334413}
1664703,Bloom Energy Corp,operating,3620.0,Electrical Industrial Apparatus,04 Manufacturing,0,1,BE,NYSE,770565408.0,,,,Large accelerated filer,1231.0,DE,DE,408-543-1500,,4353 NORTH FIRST STREET,,SAN JOSE,CA,95134,CA,4353 NORTH FIRST STREET,,SAN JOSE,CA,95134,CA,{335999}
816761,TERADATA CORP /DE/,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,TDC,NYSE,753236470.0,,,,Large accelerated filer,1231.0,,,866-548-8348,,17095 VIA DEL CAMPO,,SAN DIEGO,CA,92127,CA,17095 VIA DEL CAMPO,,SAN DIEGO,CA,92127,CA,"{511210, 334614}"
